,CUID,Species,Year,Spawners,Recruits,KF_alpha,lnRS,Ricker_resid,R_S
1221,203,Lake Sockeye,2014,1114482,NA,NA,NA,NA,0
1222,203,Lake Sockeye,2015,788301,NA,NA,NA,NA,0
1223,203,Lake Sockeye,2016,NA,NA,NA,NA,NA,0
1224,203,Lake Sockeye,2017,NA,NA,NA,NA,NA,0
1225,207,Chinook,1950,NA,NA,NA,NA,NA,0
1226,207,Chinook,1951,NA,NA,NA,NA,NA,0
1227,207,Chinook,1952,NA,NA,NA,NA,NA,0
1228,207,Chinook,1953,NA,NA,NA,NA,NA,0
1229,207,Chinook,1954,NA,NA,NA,NA,NA,0
1230,207,Chinook,1955,NA,NA,NA,NA,NA,0
1231,207,Chinook,1956,NA,NA,NA,NA,NA,0
1232,207,Chinook,1957,NA,NA,NA,NA,NA,0
1233,207,Chinook,1958,NA,NA,NA,NA,NA,0
1234,207,Chinook,1959,NA,NA,NA,NA,NA,0
1235,207,Chinook,1960,NA,NA,NA,NA,NA,0
1236,207,Chinook,1961,NA,NA,NA,NA,NA,0
1237,207,Chinook,1962,NA,NA,NA,NA,NA,0
1238,207,Chinook,1963,NA,NA,NA,NA,NA,0
1239,207,Chinook,1964,NA,NA,NA,NA,NA,0
1240,207,Chinook,1965,NA,NA,NA,NA,NA,0
1241,207,Chinook,1966,NA,NA,NA,NA,NA,0
1242,207,Chinook,1967,NA,NA,NA,NA,NA,0
1243,207,Chinook,1968,NA,NA,NA,NA,NA,0
1244,207,Chinook,1969,NA,NA,NA,NA,NA,0
1245,207,Chinook,1970,NA,NA,NA,NA,NA,0
1246,207,Chinook,1971,NA,NA,NA,NA,NA,0
1247,207,Chinook,1972,NA,NA,NA,NA,NA,0
1248,207,Chinook,1973,NA,NA,NA,NA,NA,0
1249,207,Chinook,1974,NA,NA,NA,NA,NA,0
1250,207,Chinook,1975,NA,NA,NA,NA,NA,0
1251,207,Chinook,1976,NA,NA,NA,NA,NA,0
1252,207,Chinook,1977,NA,NA,NA,NA,NA,0
1253,207,Chinook,1978,NA,NA,NA,NA,NA,0
1254,207,Chinook,1979,NA,NA,NA,NA,NA,0
1255,207,Chinook,1980,4445,NA,NA,NA,NA,0
1256,207,Chinook,1981,9842,33713,NA,NA,NA,3.425421662
1257,207,Chinook,1982,5821,52873,NA,NA,NA,9.083147226
1258,207,Chinook,1983,11313,52173,NA,NA,NA,4.611774065
1259,207,Chinook,1984,12514,44889,NA,NA,NA,3.587102445
1260,207,Chinook,1985,8792,36819,NA,NA,NA,4.187784349
1261,207,Chinook,1986,10743,30355,NA,NA,NA,2.82556083
1262,207,Chinook,1987,25937,30592,NA,NA,NA,1.179473339
1263,207,Chinook,1988,24082,29915,NA,NA,NA,1.242214102
1264,207,Chinook,1989,21060,23905,NA,NA,NA,1.135090218
1265,207,Chinook,1990,21166,21036,NA,NA,NA,0.993858074
1266,207,Chinook,1991,9736,15827,NA,NA,NA,1.62561627
1267,207,Chinook,1992,14816,13570,NA,NA,NA,0.915901728
1268,207,Chinook,1993,15874,17081,NA,NA,NA,1.076036286
1269,207,Chinook,1994,14816,22895,NA,NA,NA,1.545288877
1270,207,Chinook,1995,6680,34570,NA,NA,NA,5.175149701
1271,207,Chinook,1996,12540,41357,NA,NA,NA,3.29800638
1272,207,Chinook,1997,5653,41249,NA,NA,NA,7.29683354
1273,207,Chinook,1998,10076,41005,NA,NA,NA,4.069571258
1274,207,Chinook,1999,10583,35029,NA,NA,NA,3.309931021
1275,207,Chinook,2000,15380,27750,NA,NA,NA,1.804291287
1276,207,Chinook,2001,25480,25820,NA,NA,NA,1.013343799
1277,207,Chinook,2002,25239,25032,NA,NA,NA,0.991798407
1278,207,Chinook,2003,24984,21315,NA,NA,NA,0.853146013
1279,207,Chinook,2004,27269,20506,NA,NA,NA,0.751989439
1280,207,Chinook,2005,15923,21533,NA,NA,NA,1.352320543
1281,207,Chinook,2006,13089,19051,NA,NA,NA,1.455496982
1282,207,Chinook,2007,17213,NA,NA,NA,NA,0
1283,207,Chinook,2008,10979,NA,NA,NA,NA,0
1284,207,Chinook,2009,11327,NA,NA,NA,NA,0
1285,207,Chinook,2010,14511,NA,NA,NA,NA,0
1286,207,Chinook,2011,12811,NA,NA,NA,NA,0
1287,207,Chinook,2012,9909,NA,NA,NA,NA,0
1288,207,Chinook,2013,NA,NA,NA,NA,NA,0
1289,207,Chinook,2014,NA,NA,NA,NA,NA,0
1290,207,Chinook,2015,7609,NA,NA,NA,NA,0
1291,207,Chinook,2016,NA,NA,NA,NA,NA,0
1292,207,Chinook,2017,NA,NA,NA,NA,NA,0
1293,209,Pink (Odd),1950,NA,NA,NA,NA,NA,0
1294,209,Pink (Odd),1951,NA,NA,NA,NA,NA,0
1295,209,Pink (Odd),1952,NA,NA,NA,NA,NA,0
1296,209,Pink (Odd),1953,NA,NA,NA,NA,NA,0
1297,209,Pink (Odd),1954,NA,NA,NA,NA,NA,0
1298,209,Pink (Odd),1955,392423,1102562,NA,NA,NA,2.809626347
1299,209,Pink (Odd),1956,NA,NA,NA,NA,NA,0
1300,209,Pink (Odd),1957,502052,896385,NA,NA,NA,1.785442544
1301,209,Pink (Odd),1958,NA,NA,NA,NA,NA,0
1302,209,Pink (Odd),1959,479628,1530934,NA,NA,NA,3.191919571
1303,209,Pink (Odd),1960,NA,NA,NA,NA,NA,0
1304,209,Pink (Odd),1961,784550,2048541,NA,NA,NA,2.61110318
1305,209,Pink (Odd),1962,NA,NA,NA,NA,NA,0
1306,209,Pink (Odd),1963,1271795,3854161,NA,NA,NA,3.03048919
1307,209,Pink (Odd),1964,NA,NA,NA,NA,NA,0
1308,209,Pink (Odd),1965,2129359,1362203,NA,NA,NA,0.639724443
1309,209,Pink (Odd),1966,NA,NA,NA,NA,NA,0
1310,209,Pink (Odd),1967,584508,1673782,NA,NA,NA,2.863574151
1311,209,Pink (Odd),1968,NA,NA,NA,NA,NA,0
1312,209,Pink (Odd),1969,914331,1162873,NA,NA,NA,1.271829348
1313,209,Pink (Odd),1970,NA,NA,NA,NA,NA,0
1314,209,Pink (Odd),1971,627796,2239902,NA,NA,NA,3.567881923
1315,209,Pink (Odd),1972,NA,NA,NA,NA,NA,0
1316,209,Pink (Odd),1973,1243294,3223188,NA,NA,NA,2.592458421
1317,209,Pink (Odd),1974,NA,NA,NA,NA,NA,0
1318,209,Pink (Odd),1975,1855152,1729503,NA,NA,NA,0.93227024
1319,209,Pink (Odd),1976,NA,NA,NA,NA,NA,0
1320,209,Pink (Odd),1977,746178,1194558,NA,NA,NA,1.600902198
1321,209,Pink (Odd),1978,NA,NA,NA,NA,NA,0
1322,209,Pink (Odd),1979,624075,3893035,NA,NA,NA,6.238088371
1323,209,Pink (Odd),1980,NA,NA,NA,NA,NA,0
1324,209,Pink (Odd),1981,1764135,7689871,NA,NA,NA,4.359003704
1325,209,Pink (Odd),1982,NA,NA,NA,NA,NA,0
1326,209,Pink (Odd),1983,3092371,3387744,NA,NA,NA,1.095516676
1327,209,Pink (Odd),1984,NA,NA,NA,NA,NA,0
1328,209,Pink (Odd),1985,1515564,5641959,NA,NA,NA,3.722679478
1329,209,Pink (Odd),1986,NA,NA,NA,NA,NA,0
1330,209,Pink (Odd),1987,2599726,7507015,NA,NA,NA,2.887617772
1331,209,Pink (Odd),1988,NA,NA,NA,NA,NA,0
1332,209,Pink (Odd),1989,3813648,17517738,NA,NA,NA,4.593433374
1333,209,Pink (Odd),1990,NA,NA,NA,NA,NA,0
1334,209,Pink (Odd),1991,4912632,1905704,NA,NA,NA,0.387919144
1335,209,Pink (Odd),1992,NA,NA,NA,NA,NA,0
1336,209,Pink (Odd),1993,707193,7482026,NA,NA,NA,10.57989262
1337,209,Pink (Odd),1994,NA,NA,NA,NA,NA,0
1338,209,Pink (Odd),1995,2618665,990827,NA,NA,NA,0.37837104
1339,209,Pink (Odd),1996,NA,NA,NA,NA,NA,0
1340,209,Pink (Odd),1997,517296,1677586,NA,NA,NA,3.242990474
1341,209,Pink (Odd),1998,NA,NA,NA,NA,NA,0
1342,209,Pink (Odd),1999,810005,2799101,NA,NA,NA,3.455658916
1343,209,Pink (Odd),2000,NA,NA,NA,NA,NA,0
1344,209,Pink (Odd),2001,1613261,2749879,NA,NA,NA,1.704546877
1345,209,Pink (Odd),2002,NA,NA,NA,NA,NA,0
1346,209,Pink (Odd),2003,1860769,1499395,NA,NA,NA,0.805793196
1347,209,Pink (Odd),2004,NA,NA,NA,NA,NA,0
1348,209,Pink (Odd),2005,1076104,713615,NA,NA,NA,0.663146871
1349,209,Pink (Odd),2006,NA,NA,NA,NA,NA,0
1350,209,Pink (Odd),2007,437453,4088005,NA,NA,NA,9.34501535
1351,209,Pink (Odd),2008,NA,NA,NA,NA,NA,0
1352,209,Pink (Odd),2009,3204768,376234,NA,NA,NA,0.117398202
1353,209,Pink (Odd),2010,NA,NA,NA,NA,NA,0
1354,209,Pink (Odd),2011,297974,2334641,NA,NA,NA,7.835049367
1355,209,Pink (Odd),2012,NA,NA,NA,NA,NA,0
1356,209,Pink (Odd),2013,1886525,266267,NA,NA,NA,0.141141517
1357,209,Pink (Odd),2014,NA,NA,NA,NA,NA,0
1358,209,Pink (Odd),2015,206841,201829,NA,NA,NA,0.975768827
1359,209,Pink (Odd),2016,NA,NA,NA,NA,NA,0
1360,209,Pink (Odd),2017,NA,NA,NA,NA,NA,0
1361,210,Chinook,1950,NA,NA,NA,NA,NA,0
1362,210,Chinook,1951,NA,NA,NA,NA,NA,0
1363,210,Chinook,1952,NA,NA,NA,NA,NA,0
1364,210,Chinook,1953,NA,NA,NA,NA,NA,0
1365,210,Chinook,1954,NA,NA,NA,NA,NA,0
1366,210,Chinook,1955,NA,NA,NA,NA,NA,0
1367,210,Chinook,1956,NA,NA,NA,NA,NA,0
1368,210,Chinook,1957,NA,NA,NA,NA,NA,0
1369,210,Chinook,1958,NA,NA,NA,NA,NA,0
1370,210,Chinook,1959,NA,NA,NA,NA,NA,0
1371,210,Chinook,1960,NA,NA,NA,NA,NA,0
1372,210,Chinook,1961,NA,NA,NA,NA,NA,0
1373,210,Chinook,1962,NA,NA,NA,NA,NA,0
1374,210,Chinook,1963,NA,NA,NA,NA,NA,0
1375,210,Chinook,1964,NA,NA,NA,NA,NA,0
1376,210,Chinook,1965,NA,NA,NA,NA,NA,0
1377,210,Chinook,1966,NA,NA,NA,NA,NA,0
1378,210,Chinook,1967,NA,NA,NA,NA,NA,0
1379,210,Chinook,1968,NA,NA,NA,NA,NA,0
1380,210,Chinook,1969,NA,NA,NA,NA,NA,0
1381,210,Chinook,1970,NA,NA,NA,NA,NA,0
1382,210,Chinook,1971,NA,NA,NA,NA,NA,0
1383,210,Chinook,1972,NA,NA,NA,NA,NA,0
1384,210,Chinook,1973,NA,NA,NA,NA,NA,0
1385,210,Chinook,1974,NA,NA,NA,NA,NA,0
1386,210,Chinook,1975,NA,NA,NA,NA,NA,0
1387,210,Chinook,1976,NA,NA,NA,NA,NA,0
1388,210,Chinook,1977,NA,NA,NA,NA,NA,0
1389,210,Chinook,1978,NA,NA,NA,NA,NA,0
1390,210,Chinook,1979,NA,NA,NA,NA,NA,0
1391,210,Chinook,1980,892,NA,NA,NA,NA,0
1392,210,Chinook,1981,1416,4711,NA,NA,NA,3.326977401
1393,210,Chinook,1982,1511,3280,NA,NA,NA,2.170747849
1394,210,Chinook,1983,511,2588,NA,NA,NA,5.064579256
1395,210,Chinook,1984,639,3126,NA,NA,NA,4.892018779
1396,210,Chinook,1985,1674,3324,NA,NA,NA,1.985663082
1397,210,Chinook,1986,2899,3654,NA,NA,NA,1.260434633
1398,210,Chinook,1987,1256,4401,NA,NA,NA,3.503980892
1399,210,Chinook,1988,612,4180,NA,NA,NA,6.830065359
1400,210,Chinook,1989,2094,3283,NA,NA,NA,1.567812798
1401,210,Chinook,1990,1346,3210,NA,NA,NA,2.384843982
1402,210,Chinook,1991,1256,3024,NA,NA,NA,2.407643312
1403,210,Chinook,1992,2292,3750,NA,NA,NA,1.636125654
1404,210,Chinook,1993,2722,4989,NA,NA,NA,1.832843497
1405,210,Chinook,1994,688,4164,NA,NA,NA,6.052325581
1406,210,Chinook,1995,1645,3062,NA,NA,NA,1.861398176
1407,210,Chinook,1996,1496,2880,NA,NA,NA,1.92513369
1408,210,Chinook,1997,1418,2713,NA,NA,NA,1.91325811
1409,210,Chinook,1998,5235,2676,NA,NA,NA,0.511174785
1410,210,Chinook,1999,1765,2470,NA,NA,NA,1.399433428
1411,210,Chinook,2000,1328,2344,NA,NA,NA,1.765060241
1412,210,Chinook,2001,1999,2672,NA,NA,NA,1.336668334
1413,210,Chinook,2002,1261,NA,NA,NA,NA,0
1414,210,Chinook,2003,1878,NA,NA,NA,NA,0
1415,210,Chinook,2004,1664,NA,NA,NA,NA,0
1416,210,Chinook,2005,1003,NA,NA,NA,NA,0
1417,210,Chinook,2006,1745,685,NA,NA,NA,0.392550143
1418,210,Chinook,2007,1852,731,NA,NA,NA,0.394708423
1419,210,Chinook,2008,NA,NA,NA,NA,NA,0
1420,210,Chinook,2009,1087,NA,NA,NA,NA,0
1421,210,Chinook,2010,522,NA,NA,NA,NA,0
1422,210,Chinook,2011,313,NA,NA,NA,NA,0
1423,210,Chinook,2012,433,NA,NA,NA,NA,0
1424,210,Chinook,2013,606,NA,NA,NA,NA,0
1425,210,Chinook,2014,NA,NA,NA,NA,NA,0
1426,210,Chinook,2015,NA,NA,NA,NA,NA,0
1427,210,Chinook,2016,NA,NA,NA,NA,NA,0
1428,210,Chinook,2017,NA,NA,NA,NA,NA,0
1429,211,Chum,1950,NA,NA,NA,NA,NA,0
1430,211,Chum,1951,NA,NA,NA,NA,NA,0
1431,211,Chum,1952,NA,NA,NA,NA,NA,0
1432,211,Chum,1953,NA,NA,NA,NA,NA,0
1433,211,Chum,1954,34152,NA,NA,NA,NA,0
1434,211,Chum,1955,514,NA,NA,NA,NA,0
1435,211,Chum,1956,6213,NA,NA,NA,NA,0
1436,211,Chum,1957,3455,NA,NA,NA,NA,0
1437,211,Chum,1958,6867,30813,NA,NA,NA,4.487112276
1438,211,Chum,1959,NA,14757,NA,NA,NA,0
1439,211,Chum,1960,NA,15758,NA,NA,NA,0
1440,211,Chum,1961,78561,19770,NA,NA,NA,0.251651583
1441,211,Chum,1962,17293,60550,NA,NA,NA,3.501416758
1442,211,Chum,1963,8901,59940,NA,NA,NA,6.734074823
1443,211,Chum,1964,8776,36559,NA,NA,NA,4.165793072
1444,211,Chum,1965,8754,33435,NA,NA,NA,3.819396847
1445,211,Chum,1966,32639,31633,NA,NA,NA,0.969177977
1446,211,Chum,1967,26686,20806,NA,NA,NA,0.779659747
1447,211,Chum,1968,18712,97777,NA,NA,NA,5.225363403
1448,211,Chum,1969,18270,66074,NA,NA,NA,3.61652983
1449,211,Chum,1970,19463,34542,NA,NA,NA,1.774752094
1450,211,Chum,1971,6878,23238,NA,NA,NA,3.37859843
1451,211,Chum,1972,55601,23618,NA,NA,NA,0.424776533
1452,211,Chum,1973,37907,32942,NA,NA,NA,0.869021553
1453,211,Chum,1974,16353,18843,NA,NA,NA,1.152265639
1454,211,Chum,1975,13243,19691,NA,NA,NA,1.486898739
1455,211,Chum,1976,14852,66429,NA,NA,NA,4.472730945
1456,211,Chum,1977,14906,38013,NA,NA,NA,2.550181135
1457,211,Chum,1978,10241,13741,NA,NA,NA,1.3417635
1458,211,Chum,1979,7796,12597,NA,NA,NA,1.61582863
1459,211,Chum,1980,39361,88788,NA,NA,NA,2.255735373
1460,211,Chum,1981,17968,41333,NA,NA,NA,2.30036732
1461,211,Chum,1982,9390,30700,NA,NA,NA,3.26943557
1462,211,Chum,1983,2330,40794,NA,NA,NA,17.50815451
1463,211,Chum,1984,55531,299114,NA,NA,NA,5.386432803
1464,211,Chum,1985,23000,61800,NA,NA,NA,2.686956522
1465,211,Chum,1986,16266,12347,NA,NA,NA,0.759067995
1466,211,Chum,1987,8511,10581,NA,NA,NA,1.243214663
1467,211,Chum,1988,169087,17573,NA,NA,NA,0.103928747
1468,211,Chum,1989,33936,33914,NA,NA,NA,0.999351721
1469,211,Chum,1990,6265,26159,NA,NA,NA,4.175418994
1470,211,Chum,1991,4394,26526,NA,NA,NA,6.036868457
1471,211,Chum,1992,7047,30439,NA,NA,NA,4.319426706
1472,211,Chum,1993,18257,57846,NA,NA,NA,3.168428548
1473,211,Chum,1994,15065,33202,NA,NA,NA,2.203916362
1474,211,Chum,1995,14942,8378,NA,NA,NA,0.560701379
1475,211,Chum,1996,16017,14732,NA,NA,NA,0.919772741
1476,211,Chum,1997,45041,23801,NA,NA,NA,0.528429653
1477,211,Chum,1998,29239,9963,NA,NA,NA,0.340743527
1478,211,Chum,1999,6168,13801,NA,NA,NA,2.237516213
1479,211,Chum,2000,10271,31547,NA,NA,NA,3.071463343
1480,211,Chum,2001,18996,NA,NA,NA,NA,0
1481,211,Chum,2002,7292,NA,NA,NA,NA,0
1482,211,Chum,2003,9786,NA,NA,NA,NA,0
1483,211,Chum,2004,25371,5096,NA,NA,NA,0.200859249
1484,211,Chum,2005,24758,5130,NA,NA,NA,0.207205752
1485,211,Chum,2006,NA,3346,NA,NA,NA,0
1486,211,Chum,2007,8102,7999,NA,NA,NA,0.98728709
1487,211,Chum,2008,4051,5574,NA,NA,NA,1.375956554
1488,211,Chum,2009,4645,1492,NA,NA,NA,0.321205597
1489,211,Chum,2010,2466,2271,NA,NA,NA,0.920924574
1490,211,Chum,2011,6973,2318,NA,NA,NA,0.332425068
1491,211,Chum,2012,5078,2469,NA,NA,NA,0.486215045
1492,211,Chum,2013,1152,NA,NA,NA,NA,0
1493,211,Chum,2014,1902,NA,NA,NA,NA,0
1494,211,Chum,2015,2012,NA,NA,NA,NA,0
1495,211,Chum,2016,NA,NA,NA,NA,NA,0
1496,211,Chum,2017,NA,NA,NA,NA,NA,0
1497,213,Pink (Odd),1950,NA,NA,NA,NA,NA,0
1498,213,Pink (Odd),1951,NA,NA,NA,NA,NA,0
1499,213,Pink (Odd),1952,NA,NA,NA,NA,NA,0
1500,213,Pink (Odd),1953,NA,NA,NA,NA,NA,0
1501,213,Pink (Odd),1954,NA,NA,NA,NA,NA,0
1502,213,Pink (Odd),1955,302225,1443123,NA,NA,NA,4.77499545
1503,213,Pink (Odd),1956,NA,NA,NA,NA,NA,0
1504,213,Pink (Odd),1957,657126,1648279,NA,NA,NA,2.508314996
1505,213,Pink (Odd),1958,NA,NA,NA,NA,NA,0
1506,213,Pink (Odd),1959,881942,1008612,NA,NA,NA,1.143626225
1507,213,Pink (Odd),1960,NA,NA,NA,NA,NA,0
1508,213,Pink (Odd),1961,516878,1197863,NA,NA,NA,2.317496585
1509,213,Pink (Odd),1962,NA,NA,NA,NA,NA,0
1510,213,Pink (Odd),1963,743669,529246,NA,NA,NA,0.711668767
1511,213,Pink (Odd),1964,NA,NA,NA,NA,NA,0
1512,213,Pink (Odd),1965,292400,954011,NA,NA,NA,3.262691518
1513,213,Pink (Odd),1966,NA,NA,NA,NA,NA,0
1514,213,Pink (Odd),1967,409357,1318101,NA,NA,NA,3.219930281
1515,213,Pink (Odd),1968,NA,NA,NA,NA,NA,0
1516,213,Pink (Odd),1969,720035,1754581,NA,NA,NA,2.4367996
1517,213,Pink (Odd),1970,NA,NA,NA,NA,NA,0
1518,213,Pink (Odd),1971,947238,1352535,NA,NA,NA,1.427872404
1519,213,Pink (Odd),1972,NA,NA,NA,NA,NA,0
1520,213,Pink (Odd),1973,750747,2208028,NA,NA,NA,2.94110799
1521,213,Pink (Odd),1974,NA,NA,NA,NA,NA,0
1522,213,Pink (Odd),1975,1270862,1926412,NA,NA,NA,1.515830987
1523,213,Pink (Odd),1976,NA,NA,NA,NA,NA,0
1524,213,Pink (Odd),1977,831133,416824,NA,NA,NA,0.501512995
1525,213,Pink (Odd),1978,NA,NA,NA,NA,NA,0
1526,213,Pink (Odd),1979,217762,1493518,NA,NA,NA,6.858487707
1527,213,Pink (Odd),1980,NA,NA,NA,NA,NA,0
1528,213,Pink (Odd),1981,676790,4736740,NA,NA,NA,6.998832725
1529,213,Pink (Odd),1982,NA,NA,NA,NA,NA,0
1530,213,Pink (Odd),1983,1904812,3718905,NA,NA,NA,1.952373778
1531,213,Pink (Odd),1984,NA,NA,NA,NA,NA,0
1532,213,Pink (Odd),1985,1663714,4198959,NA,NA,NA,2.523846647
1533,213,Pink (Odd),1986,NA,NA,NA,NA,NA,0
1534,213,Pink (Odd),1987,1934815,4987990,NA,NA,NA,2.578019087
1535,213,Pink (Odd),1988,NA,NA,NA,NA,NA,0
1536,213,Pink (Odd),1989,2533955,13079738,NA,NA,NA,5.161787798
1537,213,Pink (Odd),1990,NA,NA,NA,NA,NA,0
1538,213,Pink (Odd),1991,3668050,1639619,NA,NA,NA,0.447000177
1539,213,Pink (Odd),1992,NA,NA,NA,NA,NA,0
1540,213,Pink (Odd),1993,608450,2710085,NA,NA,NA,4.454080039
1541,213,Pink (Odd),1994,NA,NA,NA,NA,NA,0
1542,213,Pink (Odd),1995,948514,542191,NA,NA,NA,0.571621505
1543,213,Pink (Odd),1996,NA,NA,NA,NA,NA,0
1544,213,Pink (Odd),1997,283070,2030579,NA,NA,NA,7.173416469
1545,213,Pink (Odd),1998,NA,NA,NA,NA,NA,0
1546,213,Pink (Odd),1999,980444,1012507,NA,NA,NA,1.032702531
1547,213,Pink (Odd),2000,NA,NA,NA,NA,NA,0
1548,213,Pink (Odd),2001,583558,2428382,NA,NA,NA,4.161337862
1549,213,Pink (Odd),2002,NA,NA,NA,NA,NA,0
1550,213,Pink (Odd),2003,1643221,2692626,NA,NA,NA,1.638626819
1551,213,Pink (Odd),2004,NA,NA,NA,NA,NA,0
1552,213,Pink (Odd),2005,1932477,1742457,NA,NA,NA,0.90167024
1553,213,Pink (Odd),2006,NA,NA,NA,NA,NA,0
1554,213,Pink (Odd),2007,1068141,4187880,NA,NA,NA,3.920718332
1555,213,Pink (Odd),2008,NA,NA,NA,NA,NA,0
1556,213,Pink (Odd),2009,3283065,525898,NA,NA,NA,0.160185071
1557,213,Pink (Odd),2010,NA,NA,NA,NA,NA,0
1558,213,Pink (Odd),2011,416506,708454,NA,NA,NA,1.700945485
1559,213,Pink (Odd),2012,NA,NA,NA,NA,NA,0
1560,213,Pink (Odd),2013,572472,583198,NA,NA,NA,1.018736288
1561,213,Pink (Odd),2014,NA,NA,NA,NA,NA,0
1562,213,Pink (Odd),2015,453039,977934,NA,NA,NA,2.158608861
1563,213,Pink (Odd),2016,NA,NA,NA,NA,NA,0
1564,213,Pink (Odd),2017,NA,NA,NA,NA,NA,0
1565,215,Coho,1950,NA,NA,NA,NA,NA,0
1566,215,Coho,1951,NA,NA,NA,NA,NA,0
1567,215,Coho,1952,NA,NA,NA,NA,NA,0
1568,215,Coho,1953,NA,NA,NA,NA,NA,0
1569,215,Coho,1954,179410,130951,NA,NA,NA,0.729897999
1570,215,Coho,1955,144682,186028,NA,NA,NA,1.285771554
1571,215,Coho,1956,210753,236865,NA,NA,NA,1.123898592
1572,215,Coho,1957,50649,346265,NA,NA,NA,6.836561433
1573,215,Coho,1958,84084,189149,NA,NA,NA,2.249524285
1574,215,Coho,1959,81728,228208,NA,NA,NA,2.792286609
1575,215,Coho,1960,183008,105081,NA,NA,NA,0.574188014
1576,215,Coho,1961,72839,146291,NA,NA,NA,2.008415821
1577,215,Coho,1962,123096,138413,NA,NA,NA,1.124431338
1578,215,Coho,1963,45016,143110,NA,NA,NA,3.179091878
1579,215,Coho,1964,55847,143257,NA,NA,NA,2.565169123
1580,215,Coho,1965,68618,256940,NA,NA,NA,3.744498528
1581,215,Coho,1966,65007,150794,NA,NA,NA,2.319657883
1582,215,Coho,1967,50106,166709,NA,NA,NA,3.327126492
1583,215,Coho,1968,119879,227861,NA,NA,NA,1.900758265
1584,215,Coho,1969,74631,275714,NA,NA,NA,3.694362932
1585,215,Coho,1970,66673,158977,NA,NA,NA,2.384428479
1586,215,Coho,1971,86505,101394,NA,NA,NA,1.172117219
1587,215,Coho,1972,105419,51441,NA,NA,NA,0.487967065
1588,215,Coho,1973,84222,97516,NA,NA,NA,1.157844744
1589,215,Coho,1974,52996,190684,NA,NA,NA,3.598082874
1590,215,Coho,1975,23367,219366,NA,NA,NA,9.387854667
1591,215,Coho,1976,40769,91370,NA,NA,NA,2.241163629
1592,215,Coho,1977,67002,187523,NA,NA,NA,2.798767201
1593,215,Coho,1978,85372,83432,NA,NA,NA,0.977275922
1594,215,Coho,1979,13847,161735,NA,NA,NA,11.68014732
1595,215,Coho,1980,58527,267119,NA,NA,NA,4.564030277
1596,215,Coho,1981,24117,135405,NA,NA,NA,5.614504292
1597,215,Coho,1982,47537,177945,NA,NA,NA,3.743294697
1598,215,Coho,1983,59021,262836,NA,NA,NA,4.453262398
1599,215,Coho,1984,37794,98425,NA,NA,NA,2.604249352
1600,215,Coho,1985,33805,64473,NA,NA,NA,1.907203076
1601,215,Coho,1986,52572,211711,NA,NA,NA,4.027067641
1602,215,Coho,1987,44195,249512,NA,NA,NA,5.645706528
1603,215,Coho,1988,8552,147975,NA,NA,NA,17.30297007
1604,215,Coho,1989,72892,117100,NA,NA,NA,1.606486309
1605,215,Coho,1990,85000,106089,NA,NA,NA,1.248105882
1606,215,Coho,1991,58033,145624,NA,NA,NA,2.509330898
1607,215,Coho,1992,44713,46644,NA,NA,NA,1.043186545
1608,215,Coho,1993,34996,83386,NA,NA,NA,2.382729455
1609,215,Coho,1994,63498,32409,NA,NA,NA,0.510394028
1610,215,Coho,1995,17136,115626,NA,NA,NA,6.74754902
1611,215,Coho,1996,27447,223368,NA,NA,NA,8.138157176
1612,215,Coho,1997,9060,239048,NA,NA,NA,26.38498896
1613,215,Coho,1998,59828,428037,NA,NA,NA,7.15445945
1614,215,Coho,1999,188448,315839,NA,NA,NA,1.676000807
1615,215,Coho,2000,136304,298855,NA,NA,NA,2.192562214
1616,215,Coho,2001,333828,347130,NA,NA,NA,1.039846867
1617,215,Coho,2002,245261,484590,NA,NA,NA,1.975813521
1618,215,Coho,2003,222614,289732,NA,NA,NA,1.301499456
1619,215,Coho,2004,169283,268422,NA,NA,NA,1.585640614
1620,215,Coho,2005,398685,301943,NA,NA,NA,0.757347279
1621,215,Coho,2006,225266,487063,NA,NA,NA,2.162168281
1622,215,Coho,2007,163456,236036,NA,NA,NA,1.444033868
1623,215,Coho,2008,144141,149499,NA,NA,NA,1.037171936
1624,215,Coho,2009,350118,248905,NA,NA,NA,0.710917462
1625,215,Coho,2010,188635,367786,NA,NA,NA,1.94972301
1626,215,Coho,2011,73965,313578,NA,NA,NA,4.239545731
1627,215,Coho,2012,137341,221903,NA,NA,NA,1.615708346
1628,215,Coho,2013,235092,323009,NA,NA,NA,1.373968489
1629,215,Coho,2014,271287,NA,NA,NA,NA,0
1630,215,Coho,2015,105821,NA,NA,NA,NA,0
1631,215,Coho,2016,NA,NA,NA,NA,NA,0
1632,215,Coho,2017,NA,NA,NA,NA,NA,0
1633,216,River Sockeye,1950,NA,NA,NA,NA,NA,0
1634,216,River Sockeye,1951,NA,NA,NA,NA,NA,0
1635,216,River Sockeye,1952,NA,NA,NA,NA,NA,0
1636,216,River Sockeye,1953,NA,NA,NA,NA,NA,0
1637,216,River Sockeye,1954,NA,NA,NA,NA,NA,0
1638,216,River Sockeye,1955,NA,NA,NA,NA,NA,0
1639,216,River Sockeye,1956,NA,NA,NA,NA,NA,0
1640,216,River Sockeye,1957,NA,NA,NA,NA,NA,0
1641,216,River Sockeye,1958,NA,NA,NA,NA,NA,0
1642,216,River Sockeye,1959,NA,NA,NA,NA,NA,0
1643,216,River Sockeye,1960,NA,NA,NA,NA,NA,0
