,CUID,Species,Year,Spawners,Recruits,KF_alpha,lnRS,Ricker_resid,R_S
395,183,Lake Sockeye,2004,1317,4554,NA,NA,NA,3.45785877
396,183,Lake Sockeye,2005,937,13367,NA,NA,NA,14.26574173
397,183,Lake Sockeye,2006,5139,16759,NA,NA,NA,3.2611403
398,183,Lake Sockeye,2007,245,5282,NA,NA,NA,21.55918367
399,183,Lake Sockeye,2008,1200,6135,NA,NA,NA,5.1125
400,183,Lake Sockeye,2009,3047,9720,NA,NA,NA,3.190022973
401,183,Lake Sockeye,2010,20804,14296,NA,NA,NA,0.687175543
402,183,Lake Sockeye,2011,2366,4067,NA,NA,NA,1.718934911
403,183,Lake Sockeye,2012,5476,NA,NA,NA,NA,0
404,183,Lake Sockeye,2013,828,NA,NA,NA,NA,0
405,183,Lake Sockeye,2014,13699,NA,NA,NA,NA,0
406,183,Lake Sockeye,2015,4636,NA,NA,NA,NA,0
407,183,Lake Sockeye,2016,NA,NA,NA,NA,NA,0
408,183,Lake Sockeye,2017,NA,NA,NA,NA,NA,0
409,185,Lake Sockeye,1950,NA,NA,NA,NA,NA,0
410,185,Lake Sockeye,1951,NA,NA,NA,NA,NA,0
411,185,Lake Sockeye,1952,NA,NA,NA,NA,NA,0
412,185,Lake Sockeye,1953,NA,NA,NA,NA,NA,0
413,185,Lake Sockeye,1954,NA,NA,NA,NA,NA,0
414,185,Lake Sockeye,1955,NA,NA,NA,NA,NA,0
415,185,Lake Sockeye,1956,NA,11090,NA,NA,NA,0
416,185,Lake Sockeye,1957,NA,5970,NA,NA,NA,0
417,185,Lake Sockeye,1958,NA,6870,NA,NA,NA,0
418,185,Lake Sockeye,1959,NA,17327,NA,NA,NA,0
419,185,Lake Sockeye,1960,4197,22245,NA,NA,NA,5.300214439
420,185,Lake Sockeye,1961,5996,18954,NA,NA,NA,3.161107405
421,185,Lake Sockeye,1962,3598,13254,NA,NA,NA,3.683713174
422,185,Lake Sockeye,1963,1199,9577,NA,NA,NA,7.987489575
423,185,Lake Sockeye,1964,5996,14939,NA,NA,NA,2.49149433
424,185,Lake Sockeye,1965,11993,21740,NA,NA,NA,1.812724089
425,185,Lake Sockeye,1966,7196,15629,NA,NA,NA,2.171901056
426,185,Lake Sockeye,1967,4078,9383,NA,NA,NA,2.300882786
427,185,Lake Sockeye,1968,3598,8459,NA,NA,NA,2.351028349
428,185,Lake Sockeye,1969,3958,6385,NA,NA,NA,1.613188479
429,185,Lake Sockeye,1970,11273,1015,NA,NA,NA,0.090038144
430,185,Lake Sockeye,1971,7915,1887,NA,NA,NA,0.238408086
431,185,Lake Sockeye,1972,4317,3490,NA,NA,NA,0.808431781
432,185,Lake Sockeye,1973,2399,3661,NA,NA,NA,1.526052522
433,185,Lake Sockeye,1974,2878,3493,NA,NA,NA,1.213690063
434,185,Lake Sockeye,1975,540,4061,NA,NA,NA,7.52037037
435,185,Lake Sockeye,1976,240,11649,NA,NA,NA,48.5375
436,185,Lake Sockeye,1977,1439,20252,NA,NA,NA,14.07366227
437,185,Lake Sockeye,1978,1199,20736,NA,NA,NA,17.29441201
438,185,Lake Sockeye,1979,1679,16273,NA,NA,NA,9.692078618
439,185,Lake Sockeye,1980,959,13629,NA,NA,NA,14.21167883
440,185,Lake Sockeye,1981,2399,16831,NA,NA,NA,7.015839933
441,185,Lake Sockeye,1982,7196,13372,NA,NA,NA,1.858254586
442,185,Lake Sockeye,1983,9594,15061,NA,NA,NA,1.569835314
443,185,Lake Sockeye,1984,7196,22692,NA,NA,NA,3.153418566
444,185,Lake Sockeye,1985,4797,54883,NA,NA,NA,11.44110903
445,185,Lake Sockeye,1986,7196,99508,NA,NA,NA,13.82823791
446,185,Lake Sockeye,1987,9594,82137,NA,NA,NA,8.561288305
447,185,Lake Sockeye,1988,2399,NA,NA,NA,NA,0
448,185,Lake Sockeye,1989,13432,NA,NA,NA,NA,0
449,185,Lake Sockeye,1990,7196,NA,NA,NA,NA,0
450,185,Lake Sockeye,1991,47971,116481,NA,NA,NA,2.42815451
451,185,Lake Sockeye,1992,32380,68179,NA,NA,NA,2.10558987
452,185,Lake Sockeye,1993,26384,19641,NA,NA,NA,0.744428441
453,185,Lake Sockeye,1994,NA,16754,NA,NA,NA,0
454,185,Lake Sockeye,1995,41974,8381,NA,NA,NA,0.199671225
455,185,Lake Sockeye,1996,49170,NA,NA,NA,NA,0
456,185,Lake Sockeye,1997,28782,NA,NA,NA,NA,0
457,185,Lake Sockeye,1998,7196,NA,NA,NA,NA,0
458,185,Lake Sockeye,1999,17989,NA,NA,NA,NA,0
459,185,Lake Sockeye,2000,3598,NA,NA,NA,NA,0
460,185,Lake Sockeye,2001,4797,NA,NA,NA,NA,0
461,185,Lake Sockeye,2002,NA,19557,NA,NA,NA,0
462,185,Lake Sockeye,2003,11993,17101,NA,NA,NA,1.425915117
463,185,Lake Sockeye,2004,9294,12652,NA,NA,NA,1.361308371
464,185,Lake Sockeye,2005,NA,6661,NA,NA,NA,0
465,185,Lake Sockeye,2006,9896,8575,NA,NA,NA,0.866511722
466,185,Lake Sockeye,2007,16070,9968,NA,NA,NA,0.620286248
467,185,Lake Sockeye,2008,10793,14419,NA,NA,NA,1.335958492
468,185,Lake Sockeye,2009,13738,25001,NA,NA,NA,1.819842772
469,185,Lake Sockeye,2010,4419,26816,NA,NA,NA,6.068341254
470,185,Lake Sockeye,2011,5525,20488,NA,NA,NA,3.708235294
471,185,Lake Sockeye,2012,8035,NA,NA,NA,NA,0
472,185,Lake Sockeye,2013,7760,NA,NA,NA,NA,0
473,185,Lake Sockeye,2014,17269,NA,NA,NA,NA,0
474,185,Lake Sockeye,2015,24880,NA,NA,NA,NA,0
475,185,Lake Sockeye,2016,NA,NA,NA,NA,NA,0
476,185,Lake Sockeye,2017,NA,NA,NA,NA,NA,0
477,186,Lake Sockeye,1950,NA,NA,NA,NA,NA,0
478,186,Lake Sockeye,1951,NA,NA,NA,NA,NA,0
479,186,Lake Sockeye,1952,NA,NA,NA,NA,NA,0
480,186,Lake Sockeye,1953,NA,NA,NA,NA,NA,0
481,186,Lake Sockeye,1954,NA,NA,NA,NA,NA,0
482,186,Lake Sockeye,1955,NA,NA,NA,NA,NA,0
483,186,Lake Sockeye,1956,NA,NA,NA,NA,NA,0
484,186,Lake Sockeye,1957,NA,NA,NA,NA,NA,0
485,186,Lake Sockeye,1958,NA,NA,NA,NA,NA,0
486,186,Lake Sockeye,1959,NA,NA,NA,NA,NA,0
487,186,Lake Sockeye,1960,112920,NA,NA,NA,NA,0
488,186,Lake Sockeye,1961,467457,NA,NA,NA,NA,0
489,186,Lake Sockeye,1962,354597,NA,NA,NA,NA,0
490,186,Lake Sockeye,1963,193636,NA,NA,NA,NA,0
491,186,Lake Sockeye,1964,396889,NA,NA,NA,NA,0
492,186,Lake Sockeye,1965,313242,NA,NA,NA,NA,0
493,186,Lake Sockeye,1966,243131,NA,NA,NA,NA,0
494,186,Lake Sockeye,1967,296655,NA,NA,NA,NA,0
495,186,Lake Sockeye,1968,267415,NA,NA,NA,NA,0
496,186,Lake Sockeye,1969,345342,NA,NA,NA,NA,0
497,186,Lake Sockeye,1970,327830,NA,NA,NA,NA,0
498,186,Lake Sockeye,1971,436876,NA,NA,NA,NA,0
499,186,Lake Sockeye,1972,309504,NA,NA,NA,NA,0
500,186,Lake Sockeye,1973,236140,NA,NA,NA,NA,0
501,186,Lake Sockeye,1974,291444,NA,NA,NA,NA,0
502,186,Lake Sockeye,1975,118485,NA,NA,NA,NA,0
503,186,Lake Sockeye,1976,163137,NA,NA,NA,NA,0
504,186,Lake Sockeye,1977,199711,NA,NA,NA,NA,0
505,186,Lake Sockeye,1978,57402,NA,NA,NA,NA,0
506,186,Lake Sockeye,1979,357449,NA,NA,NA,NA,0
507,186,Lake Sockeye,1980,197031,NA,NA,NA,NA,0
508,186,Lake Sockeye,1981,113332,NA,NA,NA,NA,0
509,186,Lake Sockeye,1982,159595,NA,NA,NA,NA,0
510,186,Lake Sockeye,1983,103027,NA,NA,NA,NA,0
511,186,Lake Sockeye,1984,204447,NA,NA,NA,NA,0
512,186,Lake Sockeye,1985,623637,NA,NA,NA,NA,0
513,186,Lake Sockeye,1986,167437,NA,NA,NA,NA,0
514,186,Lake Sockeye,1987,237400,NA,NA,NA,NA,0
515,186,Lake Sockeye,1988,241974,NA,NA,NA,NA,0
516,186,Lake Sockeye,1989,132563,NA,NA,NA,NA,0
517,186,Lake Sockeye,1990,198864,NA,NA,NA,NA,0
518,186,Lake Sockeye,1991,432582,NA,NA,NA,NA,0
519,186,Lake Sockeye,1992,582914,NA,NA,NA,NA,0
520,186,Lake Sockeye,1993,595377,NA,NA,NA,NA,0
521,186,Lake Sockeye,1994,132299,NA,NA,NA,NA,0
522,186,Lake Sockeye,1995,69506,NA,NA,NA,NA,0
523,186,Lake Sockeye,1996,143305,NA,NA,NA,NA,0
524,186,Lake Sockeye,1997,129975,NA,NA,NA,NA,0
525,186,Lake Sockeye,1998,97880,NA,NA,NA,NA,0
526,186,Lake Sockeye,1999,155040,NA,NA,NA,NA,0
527,186,Lake Sockeye,2000,185020,NA,NA,NA,NA,0
528,186,Lake Sockeye,2001,617401,NA,NA,NA,NA,0
529,186,Lake Sockeye,2002,130726,NA,NA,NA,NA,0
530,186,Lake Sockeye,2003,99284,NA,NA,NA,NA,0
531,186,Lake Sockeye,2004,249231,NA,NA,NA,NA,0
532,186,Lake Sockeye,2005,163178,NA,NA,NA,NA,0
533,186,Lake Sockeye,2006,137660,NA,NA,NA,NA,0
534,186,Lake Sockeye,2007,100762,NA,NA,NA,NA,0
535,186,Lake Sockeye,2008,93158,NA,NA,NA,NA,0
536,186,Lake Sockeye,2009,93791,NA,NA,NA,NA,0
537,186,Lake Sockeye,2010,74126,NA,NA,NA,NA,0
538,186,Lake Sockeye,2011,152998,NA,NA,NA,NA,0
539,186,Lake Sockeye,2012,112218,NA,NA,NA,NA,0
540,186,Lake Sockeye,2013,39602,NA,NA,NA,NA,0
541,186,Lake Sockeye,2014,133799,NA,NA,NA,NA,0
542,186,Lake Sockeye,2015,140168,NA,NA,NA,NA,0
543,186,Lake Sockeye,2016,NA,NA,NA,NA,NA,0
544,186,Lake Sockeye,2017,NA,NA,NA,NA,NA,0
545,187,Lake Sockeye,1950,NA,NA,NA,NA,NA,0
546,187,Lake Sockeye,1951,NA,NA,NA,NA,NA,0
547,187,Lake Sockeye,1952,NA,NA,NA,NA,NA,0
548,187,Lake Sockeye,1953,NA,NA,NA,NA,NA,0
549,187,Lake Sockeye,1954,NA,NA,NA,NA,NA,0
550,187,Lake Sockeye,1955,NA,NA,NA,NA,NA,0
551,187,Lake Sockeye,1956,NA,5042,NA,NA,NA,0
552,187,Lake Sockeye,1957,NA,1778,NA,NA,NA,0
553,187,Lake Sockeye,1958,NA,5697,NA,NA,NA,0
554,187,Lake Sockeye,1959,NA,7166,NA,NA,NA,0
555,187,Lake Sockeye,1960,5578,3958,NA,NA,NA,0.709573324
556,187,Lake Sockeye,1961,1673,4735,NA,NA,NA,2.830245069
557,187,Lake Sockeye,1962,2,7884,NA,NA,NA,3942
558,187,Lake Sockeye,1963,7809,11550,NA,NA,NA,1.47906262
559,187,Lake Sockeye,1964,3347,12784,NA,NA,NA,3.819539886
560,187,Lake Sockeye,1965,1673,12217,NA,NA,NA,7.302450687
561,187,Lake Sockeye,1966,3347,12548,NA,NA,NA,3.749028981
562,187,Lake Sockeye,1967,4462,12967,NA,NA,NA,2.906095921
563,187,Lake Sockeye,1968,7809,13675,NA,NA,NA,1.751184531
564,187,Lake Sockeye,1969,7809,14405,NA,NA,NA,1.844666411
565,187,Lake Sockeye,1970,7809,12211,NA,NA,NA,1.563708541
566,187,Lake Sockeye,1971,7809,6302,NA,NA,NA,0.807017544
567,187,Lake Sockeye,1972,7809,7673,NA,NA,NA,0.982584198
568,187,Lake Sockeye,1973,7809,6639,NA,NA,NA,0.850172877
569,187,Lake Sockeye,1974,7809,7907,NA,NA,NA,1.012549622
570,187,Lake Sockeye,1975,7809,12035,NA,NA,NA,1.541170444
571,187,Lake Sockeye,1976,892,12014,NA,NA,NA,13.46860987
572,187,Lake Sockeye,1977,7809,NA,NA,NA,NA,0
573,187,Lake Sockeye,1978,446,NA,NA,NA,NA,0
574,187,Lake Sockeye,1979,7809,NA,NA,NA,NA,0
575,187,Lake Sockeye,1980,6693,17016,NA,NA,NA,2.542357687
576,187,Lake Sockeye,1981,6693,16488,NA,NA,NA,2.463469296
577,187,Lake Sockeye,1982,11155,12292,NA,NA,NA,1.101927387
578,187,Lake Sockeye,1983,NA,12828,NA,NA,NA,0
579,187,Lake Sockeye,1984,7809,13389,NA,NA,NA,1.714560123
580,187,Lake Sockeye,1985,12271,13476,NA,NA,NA,1.098199006
581,187,Lake Sockeye,1986,7809,15380,NA,NA,NA,1.969522346
582,187,Lake Sockeye,1987,8924,21767,NA,NA,NA,2.439152846
583,187,Lake Sockeye,1988,6693,NA,NA,NA,NA,0
584,187,Lake Sockeye,1989,7809,NA,NA,NA,NA,0
585,187,Lake Sockeye,1990,7809,NA,NA,NA,NA,0
586,187,Lake Sockeye,1991,8924,11582,NA,NA,NA,1.297848498
587,187,Lake Sockeye,1992,13386,NA,NA,NA,NA,0
588,187,Lake Sockeye,1993,11155,NA,NA,NA,NA,0
589,187,Lake Sockeye,1994,NA,NA,NA,NA,NA,0
590,187,Lake Sockeye,1995,5578,NA,NA,NA,NA,0
591,187,Lake Sockeye,1996,5131,NA,NA,NA,NA,0
592,187,Lake Sockeye,1997,2677,19361,NA,NA,NA,7.232349645
593,187,Lake Sockeye,1998,NA,19752,NA,NA,NA,0
594,187,Lake Sockeye,1999,13386,19294,NA,NA,NA,1.441356641
595,187,Lake Sockeye,2000,NA,14071,NA,NA,NA,0
596,187,Lake Sockeye,2001,17744,22215,NA,NA,NA,1.251972498
597,187,Lake Sockeye,2002,8074,20462,NA,NA,NA,2.534307654
598,187,Lake Sockeye,2003,18174,11734,NA,NA,NA,0.645647628
599,187,Lake Sockeye,2004,12242,15098,NA,NA,NA,1.233295213
600,187,Lake Sockeye,2005,8103,11191,NA,NA,NA,1.381093422
601,187,Lake Sockeye,2006,20236,5676,NA,NA,NA,0.280490215
602,187,Lake Sockeye,2007,9036,9128,NA,NA,NA,1.010181496
603,187,Lake Sockeye,2008,8255,7806,NA,NA,NA,0.945608722
604,187,Lake Sockeye,2009,17848,5587,NA,NA,NA,0.313032273
605,187,Lake Sockeye,2010,3971,11717,NA,NA,NA,2.950642156
606,187,Lake Sockeye,2011,4105,15653,NA,NA,NA,3.813154689
607,187,Lake Sockeye,2012,10017,NA,NA,NA,NA,0
608,187,Lake Sockeye,2013,3793,NA,NA,NA,NA,0
609,187,Lake Sockeye,2014,4239,NA,NA,NA,NA,0
610,187,Lake Sockeye,2015,14642,NA,NA,NA,NA,0
611,187,Lake Sockeye,2016,NA,NA,NA,NA,NA,0
612,187,Lake Sockeye,2017,NA,NA,NA,NA,NA,0
613,188,Lake Sockeye,1950,NA,NA,NA,NA,NA,0
614,188,Lake Sockeye,1951,NA,NA,NA,NA,NA,0
615,188,Lake Sockeye,1952,NA,NA,NA,NA,NA,0
616,188,Lake Sockeye,1953,NA,NA,NA,NA,NA,0
617,188,Lake Sockeye,1954,NA,NA,NA,NA,NA,0
618,188,Lake Sockeye,1955,NA,NA,NA,NA,NA,0
619,188,Lake Sockeye,1956,NA,NA,NA,NA,NA,0
620,188,Lake Sockeye,1957,NA,NA,NA,NA,NA,0
621,188,Lake Sockeye,1958,NA,NA,NA,NA,NA,0
622,188,Lake Sockeye,1959,NA,18867,NA,NA,NA,0
623,188,Lake Sockeye,1960,9893,22829,NA,NA,NA,2.307591226
624,188,Lake Sockeye,1961,NA,28773,NA,NA,NA,0
625,188,Lake Sockeye,1962,NA,NA,NA,NA,NA,0
626,188,Lake Sockeye,1963,2638,NA,NA,NA,NA,0
627,188,Lake Sockeye,1964,19785,NA,NA,NA,NA,0
628,188,Lake Sockeye,1965,9893,18832,NA,NA,NA,1.90356818
629,188,Lake Sockeye,1966,19785,22510,NA,NA,NA,1.137730604
630,188,Lake Sockeye,1967,32976,31561,NA,NA,NA,0.957090005
631,188,Lake Sockeye,1968,NA,24238,NA,NA,NA,0
632,188,Lake Sockeye,1969,19785,18414,NA,NA,NA,0.93070508
633,188,Lake Sockeye,1970,5276,15389,NA,NA,NA,2.916793025
634,188,Lake Sockeye,1971,19785,6812,NA,NA,NA,0.344301238
635,188,Lake Sockeye,1972,19785,NA,NA,NA,NA,0
636,188,Lake Sockeye,1973,9893,NA,NA,NA,NA,0
637,188,Lake Sockeye,1974,9893,NA,NA,NA,NA,0
638,188,Lake Sockeye,1975,9893,25076,NA,NA,NA,2.53472152
639,188,Lake Sockeye,1976,330,33495,NA,NA,NA,101.5
640,188,Lake Sockeye,1977,5276,NA,NA,NA,NA,0
641,188,Lake Sockeye,1978,NA,NA,NA,NA,NA,0
642,188,Lake Sockeye,1979,19785,NA,NA,NA,NA,0
643,188,Lake Sockeye,1980,9893,50367,NA,NA,NA,5.091175579
644,188,Lake Sockeye,1981,26381,54908,NA,NA,NA,2.081346424
645,188,Lake Sockeye,1982,26381,76996,NA,NA,NA,2.91861567
646,188,Lake Sockeye,1983,NA,122785,NA,NA,NA,0
647,188,Lake Sockeye,1984,32976,93775,NA,NA,NA,2.843734837
648,188,Lake Sockeye,1985,29019,54277,NA,NA,NA,1.870395258
649,188,Lake Sockeye,1986,32976,73691,NA,NA,NA,2.234685832
650,188,Lake Sockeye,1987,65952,108458,NA,NA,NA,1.64449903
651,188,Lake Sockeye,1988,79142,NA,NA,NA,NA,0
652,188,Lake Sockeye,1989,26381,NA,NA,NA,NA,0
653,188,Lake Sockeye,1990,32976,NA,NA,NA,NA,0
654,188,Lake Sockeye,1991,46166,NA,NA,NA,NA,0
655,188,Lake Sockeye,1992,65952,NA,NA,NA,NA,0
656,188,Lake Sockeye,1993,52761,NA,NA,NA,NA,0
657,188,Lake Sockeye,1994,NA,NA,NA,NA,NA,0
658,188,Lake Sockeye,1995,25062,NA,NA,NA,NA,0
659,188,Lake Sockeye,1996,23743,NA,NA,NA,NA,0
660,188,Lake Sockeye,1997,NA,7826,NA,NA,NA,0
661,188,Lake Sockeye,1998,NA,6484,NA,NA,NA,0
662,188,Lake Sockeye,1999,13190,7539,NA,NA,NA,0.571569371
663,188,Lake Sockeye,2000,NA,5654,NA,NA,NA,0
664,188,Lake Sockeye,2001,8142,5904,NA,NA,NA,0.725128961
665,188,Lake Sockeye,2002,2777,5298,NA,NA,NA,1.907814188
666,188,Lake Sockeye,2003,5559,4754,NA,NA,NA,0.855189782
667,188,Lake Sockeye,2004,6073,4794,NA,NA,NA,0.789395686
668,188,Lake Sockeye,2005,2796,2256,NA,NA,NA,0.806866953
669,188,Lake Sockeye,2006,4967,2607,NA,NA,NA,0.524864103
670,188,Lake Sockeye,2007,2291,NA,NA,NA,NA,0
671,188,Lake Sockeye,2008,4907,NA,NA,NA,NA,0
672,188,Lake Sockeye,2009,3800,NA,NA,NA,NA,0
673,188,Lake Sockeye,2010,292,NA,NA,NA,NA,0
674,188,Lake Sockeye,2011,3333,5940,NA,NA,NA,1.782178218
675,188,Lake Sockeye,2012,2865,NA,NA,NA,NA,0
676,188,Lake Sockeye,2013,NA,NA,NA,NA,NA,0
677,188,Lake Sockeye,2014,NA,NA,NA,NA,NA,0
678,188,Lake Sockeye,2015,10137,NA,NA,NA,NA,0
679,188,Lake Sockeye,2016,NA,NA,NA,NA,NA,0
680,188,Lake Sockeye,2017,NA,NA,NA,NA,NA,0
681,189,Lake Sockeye,1950,NA,NA,NA,NA,NA,0
682,189,Lake Sockeye,1951,NA,NA,NA,NA,NA,0
683,189,Lake Sockeye,1952,NA,NA,NA,NA,NA,0
684,189,Lake Sockeye,1953,NA,NA,NA,NA,NA,0
685,189,Lake Sockeye,1954,NA,NA,NA,NA,NA,0
686,189,Lake Sockeye,1955,NA,NA,NA,NA,NA,0
687,189,Lake Sockeye,1956,NA,NA,NA,NA,NA,0
688,189,Lake Sockeye,1957,NA,NA,NA,NA,NA,0
689,189,Lake Sockeye,1958,NA,NA,NA,NA,NA,0
690,189,Lake Sockeye,1959,NA,NA,NA,NA,NA,0
691,189,Lake Sockeye,1960,12298,NA,NA,NA,NA,0
692,189,Lake Sockeye,1961,33657,NA,NA,NA,NA,0
693,189,Lake Sockeye,1962,16828,NA,NA,NA,NA,0
694,189,Lake Sockeye,1963,56280,NA,NA,NA,NA,0
695,189,Lake Sockeye,1964,35960,NA,NA,NA,NA,0
696,189,Lake Sockeye,1965,11094,NA,NA,NA,NA,0
697,189,Lake Sockeye,1966,15196,NA,NA,NA,NA,0
698,189,Lake Sockeye,1967,24201,NA,NA,NA,NA,0
699,189,Lake Sockeye,1968,55410,NA,NA,NA,NA,0
700,189,Lake Sockeye,1969,32575,NA,NA,NA,NA,0
701,189,Lake Sockeye,1970,7423,NA,NA,NA,NA,0
702,189,Lake Sockeye,1971,8381,NA,NA,NA,NA,0
703,189,Lake Sockeye,1972,10277,NA,NA,NA,NA,0
704,189,Lake Sockeye,1973,32179,NA,NA,NA,NA,0
705,189,Lake Sockeye,1974,38189,NA,NA,NA,NA,0
706,189,Lake Sockeye,1975,28686,NA,NA,NA,NA,0
707,189,Lake Sockeye,1976,8022,NA,NA,NA,NA,0
708,189,Lake Sockeye,1977,15573,NA,NA,NA,NA,0
709,189,Lake Sockeye,1978,3931,NA,NA,NA,NA,0
710,189,Lake Sockeye,1979,21765,NA,NA,NA,NA,0
711,189,Lake Sockeye,1980,11166,NA,NA,NA,NA,0
712,189,Lake Sockeye,1981,7178,NA,NA,NA,NA,0
713,189,Lake Sockeye,1982,4827,NA,NA,NA,NA,0
714,189,Lake Sockeye,1983,8904,NA,NA,NA,NA,0
715,189,Lake Sockeye,1984,8065,NA,NA,NA,NA,0
716,189,Lake Sockeye,1985,17229,NA,NA,NA,NA,0
717,189,Lake Sockeye,1986,3874,NA,NA,NA,NA,0
718,189,Lake Sockeye,1987,15786,NA,NA,NA,NA,0
719,189,Lake Sockeye,1988,23459,NA,NA,NA,NA,0
720,189,Lake Sockeye,1989,7701,NA,NA,NA,NA,0
721,189,Lake Sockeye,1990,7395,NA,NA,NA,NA,0
722,189,Lake Sockeye,1991,24980,NA,NA,NA,NA,0
723,189,Lake Sockeye,1992,8426,NA,NA,NA,NA,0
724,189,Lake Sockeye,1993,21962,NA,NA,NA,NA,0
725,189,Lake Sockeye,1994,7560,NA,NA,NA,NA,0
726,189,Lake Sockeye,1995,6555,NA,NA,NA,NA,0
727,189,Lake Sockeye,1996,7975,NA,NA,NA,NA,0
728,189,Lake Sockeye,1997,34660,NA,NA,NA,NA,0
729,189,Lake Sockeye,1998,16545,NA,NA,NA,NA,0
730,189,Lake Sockeye,1999,22946,NA,NA,NA,NA,0
731,189,Lake Sockeye,2000,19982,NA,NA,NA,NA,0
732,189,Lake Sockeye,2001,47818,NA,NA,NA,NA,0
733,189,Lake Sockeye,2002,24573,NA,NA,NA,NA,0
734,189,Lake Sockeye,2003,83151,NA,NA,NA,NA,0
735,189,Lake Sockeye,2004,51747,NA,NA,NA,NA,0
736,189,Lake Sockeye,2005,31371,NA,NA,NA,NA,0
737,189,Lake Sockeye,2006,12515,NA,NA,NA,NA,0
738,189,Lake Sockeye,2007,12595,NA,NA,NA,NA,0
739,189,Lake Sockeye,2008,12744,NA,NA,NA,NA,0
740,189,Lake Sockeye,2009,18341,NA,NA,NA,NA,0
741,189,Lake Sockeye,2010,6065,NA,NA,NA,NA,0
742,189,Lake Sockeye,2011,43110,NA,NA,NA,NA,0
743,189,Lake Sockeye,2012,82348,NA,NA,NA,NA,0
744,189,Lake Sockeye,2013,7960,NA,NA,NA,NA,0
745,189,Lake Sockeye,2014,14701,NA,NA,NA,NA,0
746,189,Lake Sockeye,2015,68421,NA,NA,NA,NA,0
747,189,Lake Sockeye,2016,NA,NA,NA,NA,NA,0
748,189,Lake Sockeye,2017,NA,NA,NA,NA,NA,0
749,190,Lake Sockeye,1950,NA,NA,NA,NA,NA,0
750,190,Lake Sockeye,1951,NA,NA,NA,NA,NA,0
751,190,Lake Sockeye,1952,NA,NA,NA,NA,NA,0
752,190,Lake Sockeye,1953,NA,NA,NA,NA,NA,0
753,190,Lake Sockeye,1954,NA,NA,NA,NA,NA,0
754,190,Lake Sockeye,1955,NA,NA,NA,NA,NA,0
755,190,Lake Sockeye,1956,NA,NA,NA,NA,NA,0
756,190,Lake Sockeye,1957,NA,NA,NA,NA,NA,0
757,190,Lake Sockeye,1958,NA,NA,NA,NA,NA,0
758,190,Lake Sockeye,1959,NA,NA,NA,NA,NA,0
759,190,Lake Sockeye,1960,NA,NA,NA,NA,NA,0
760,190,Lake Sockeye,1961,600,NA,NA,NA,NA,0
761,190,Lake Sockeye,1962,NA,NA,NA,NA,NA,0
762,190,Lake Sockeye,1963,NA,NA,NA,NA,NA,0
763,190,Lake Sockeye,1964,500,NA,NA,NA,NA,0
764,190,Lake Sockeye,1965,NA,NA,NA,NA,NA,0
765,190,Lake Sockeye,1966,600,NA,NA,NA,NA,0
766,190,Lake Sockeye,1967,NA,NA,NA,NA,NA,0
767,190,Lake Sockeye,1968,600,834,NA,NA,NA,1.39
768,190,Lake Sockeye,1969,NA,NA,NA,NA,NA,0
769,190,Lake Sockeye,1970,100,NA,NA,NA,NA,0
770,190,Lake Sockeye,1971,NA,NA,NA,NA,NA,0
771,190,Lake Sockeye,1972,100,NA,NA,NA,NA,0
772,190,Lake Sockeye,1973,600,NA,NA,NA,NA,0
773,190,Lake Sockeye,1974,2,682,NA,NA,NA,341
774,190,Lake Sockeye,1975,NA,NA,NA,NA,NA,0
775,190,Lake Sockeye,1976,NA,NA,NA,NA,NA,0
776,190,Lake Sockeye,1977,NA,NA,NA,NA,NA,0
777,190,Lake Sockeye,1978,600,NA,NA,NA,NA,0
778,190,Lake Sockeye,1979,100,NA,NA,NA,NA,0
779,190,Lake Sockeye,1980,100,NA,NA,NA,NA,0
780,190,Lake Sockeye,1981,NA,NA,NA,NA,NA,0
781,190,Lake Sockeye,1982,NA,NA,NA,NA,NA,0
782,190,Lake Sockeye,1983,NA,NA,NA,NA,NA,0
783,190,Lake Sockeye,1984,NA,NA,NA,NA,NA,0
784,190,Lake Sockeye,1985,NA,NA,NA,NA,NA,0
785,190,Lake Sockeye,1986,NA,NA,NA,NA,NA,0
786,190,Lake Sockeye,1987,100,NA,NA,NA,NA,0
787,190,Lake Sockeye,1988,NA,NA,NA,NA,NA,0
788,190,Lake Sockeye,1989,NA,NA,NA,NA,NA,0
789,190,Lake Sockeye,1990,260,NA,NA,NA,NA,0
790,190,Lake Sockeye,1991,NA,NA,NA,NA,NA,0
791,190,Lake Sockeye,1992,800,NA,NA,NA,NA,0
792,190,Lake Sockeye,1993,700,NA,NA,NA,NA,0
793,190,Lake Sockeye,1994,NA,NA,NA,NA,NA,0
794,190,Lake Sockeye,1995,NA,1158,NA,NA,NA,0
795,190,Lake Sockeye,1996,NA,NA,NA,NA,NA,0
796,190,Lake Sockeye,1997,NA,NA,NA,NA,NA,0
797,190,Lake Sockeye,1998,NA,NA,NA,NA,NA,0
798,190,Lake Sockeye,1999,400,NA,NA,NA,NA,0
799,190,Lake Sockeye,2000,600,NA,NA,NA,NA,0
800,190,Lake Sockeye,2001,1400,NA,NA,NA,NA,0
801,190,Lake Sockeye,2002,NA,NA,NA,NA,NA,0
802,190,Lake Sockeye,2003,NA,346,NA,NA,NA,0
803,190,Lake Sockeye,2004,NA,634,NA,NA,NA,0
804,190,Lake Sockeye,2005,250,1163,NA,NA,NA,4.652
